Gene Description,Gene Accession Number,39,call,40,call,41,call,42,call,43,call,44,call,45,call,46,call,47,call,48,call,49,call,50,call,51,call,52,call,53,call,54,call,55,call,56,call,57,call,58,call,59,call,60,call,61,call,62,call,63,call,64,call,65,call,66,call,67,call,68,call,69,call,70,call,71,call,72,call
Zinc finger protein; clone RES4-26,AB000468_at,-106,A,16,P,767,P,272,P,247,P,515,P,258,P,-1,P,769,P,1766,P,-170,P,376,P,90,P,236,P,2503,P,394,P,314,P,239,P,192,P,30,A,335,P,295,P,238,P,333,A,575,P,252,P,267,P,791,P,1810,P,658,P,684,P,26,A,531,P,937,P
Prostate differentiation factor mRNA,AB000584_at,-685,A,-260,A,62,A,-315,A,105,A,102,A,-297,A,15,A,-277,A,-420,A,-331,A,11,A,-199,A,-254,A,-14,A,-316,A,-504,A,-399,A,-397,A,-327,A,5,A,-204,A,-1200,A,-180,A,60,A,-897,A,-191,A,163,A,77,A,-154,A,-365,A,80,A,-133,A,81,A
GB DEF = Cadherin FIB1; partial cds,AB000895_at,147,A,-891,A,-518,A,-124,A,-490,A,-10,A,-444,A,-140,A,-365,A,-637,A,-331,A,-359,A,-1327,A,-738,A,-378,A,-434,A,4,A,-556,A,-314,A,24,A,-411,A,-423,A,340,A,-331,A,-1360,A,-412,A,-654,A,-369,A,325,A,-68,A,331,A,-218,A,-19,A,-107,A
GB DEF = Cadherin FIB2; partial cds,AB000896_at,-328,A,114,A,7,A,-63,A,-165,A,123,A,148,A,-77,A,-39,A,-59,A,-633,A,-98,A,-223,A,-1,A,-220,A,-274,A,-69,A,7,A,-11,A,-244,A,-114,A,-109,A,-91,A,-164,A,117,A,-243,A,-62,A,-67,A,-109,A,14,A,-51,A,-58,A,-39,A,-118,A
GB DEF = Cadherin FIB3; partial cds,AB000897_at,-77,A,-23,A,-112,A,-114,A,-43,A,111,A,54,M,64,A,-56,A,-57,A,-247,A,-104,A,-168,A,-64,A,-177,A,-219,A,-52,A,-162,A,-11,A,-98,A,-149,A,28,A,-268,A,-125,A,-259,A,-262,A,-66,A,-34,A,-35,A,-83,A,-56,A,-44,A,-75,A,-145,A
GB DEF = DNA for H4 histone,AB000905_at,301,P,79,A,89,A,163,A,182,P,228,P,139,P,122,M,-27,A,138,P,185,A,83,A,76,A,-3,A,134,A,70,P,7,A,90,A,100,A,296,P,109,A,122,A,244,P,78,A,44,A,27,A,47,A,26,A,91,P,64,A,178,P,133,P,70,A,131,P
GLIA MATURATION FACTOR BETA,AB001106_at,111,A,228,P,258,P,261,P,182,P,305,P,191,P,121,P,180,A,863,P,266,P,338,P,243,P,317,P,921,P,210,P,204,A,169,A,208,P,98,A,246,P,256,P,481,P,162,A,371,P,496,P,257,P,345,P,476,P,329,P,602,P,88,P,386,P,887,P
AQP3 Aquaporin 3,AB001325_at,1016,P,521,A,475,P,695,A,898,P,719,P,781,P,509,P,853,P,872,P,1839,P,1196,P,1084,P,372,P,1216,P,670,P,654,M,1032,P,542,P,1424,P,655,P,754,P,1484,P,671,P,1333,P,1637,P,675,P,608,P,748,P,479,P,669,P,448,P,510,P,762,P
KIAA0316 gene,AB002314_at,-60,A,-202,A,145,A,-6,A,74,A,103,A,86,A,67,A,8,A,-139,A,-2,A,-15,A,18,A,6,A,-75,A,24,A,92,A,25,A,68,A,-111,A,20,A,90,A,145,P,-155,A,60,A,-151,A,44,A,65,P,-39,A,123,A,16,A,52,A,122,A,-63,A
KIAA0317 gene,AB002315_at,190,A,-8,M,50,A,311,P,185,P,246,P,210,A,73,A,195,A,285,P,44,A,404,A,416,P,212,P,431,P,293,P,159,A,151,A,102,A,-92,A,119,A,-25,A,52,A,104,P,100,P,97,M,18,A,180,P,145,P,315,P,468,P,103,A,172,A,239,P
KIAA0320 gene; partial cds,AB002318_at,1233,A,510,A,410,A,1111,A,591,A,584,A,359,A,711,A,802,A,1652,A,2356,A,878,A,820,A,313,A,1268,A,872,A,828,A,865,A,794,A,1251,A,442,A,323,A,1597,A,458,A,1223,A,731,A,954,A,502,A,515,A,1208,A,1089,A,737,A,861,A,1153,A
KIAA0367 gene; partial cds,AB002365_at,207,A,551,A,3,A,13,A,64,A,-28,A,40,A,-18,A,-67,A,-8,A,141,A,151,P,82,A,60,A,-11,A,-38,A,-24,A,180,A,96,A,-102,A,0,A,115,A,-82,A,2,A,-140,A,105,A,-38,A,-17,A,49,A,18,A,-16,A,34,A,-28,A,-14,A
KIAA0368 gene; partial cds,AB002366_at,0,A,-266,A,18,A,33,A,-26,A,-163,A,-216,A,-49,A,39,A,38,A,-58,A,-13,A,-118,A,-110,A,0,A,-38,A,-39,A,0,A,-13,A,-15,A,-12,A,-93,A,-43,A,-60,A,0,A,121,A,-15,A,-32,A,-24,A,-7,A,4,A,-3,A,1,A,27,A
KIAA0382 gene; partial cds,AB002380_at,43,A,-16,A,46,A,149,P,221,P,164,P,30,A,-15,A,136,A,35,P,112,A,-49,A,-34,A,3,A,-54,A,109,P,-19,A,46,A,45,A,-24,A,-45,A,80,A,132,P,23,A,88,A,51,A,104,A,108,A,9,A,84,P,19,A,75,A,44,A,77,P
KIAA0384 gene,AB002382_at,767,A,604,A,403,A,176,A,141,A,60,A,185,A,369,A,346,A,583,A,705,A,191,A,321,A,251,A,1410,A,484,A,474,A,581,A,341,A,568,A,172,A,141,A,481,A,648,A,1183,A,832,A,179,A,276,A,115,A,323,A,494,A,159,A,143,A,261,A
GB DEF = SLC,AB002409_at,195,A,105,A,82,A,-171,A,-64,A,-143,A,-20,A,85,A,102,A,-103,A,-236,A,10,A,-34,A,-25,A,-100,A,177,A,72,A,51,A,167,A,27,A,185,A,195,A,-132,A,30,A,249,A,165,A,71,A,130,A,19,A,79,A,63,A,-99,A,56,A,13,A
Hunc18b2,AB002559_at,1214,P,1080,A,1051,P,1053,P,1747,P,1320,M,730,A,825,A,674,A,708,A,1260,A,1981,P,1593,P,857,P,1872,P,2668,P,958,P,1377,P,1128,A,3601,P,1357,P,2153,P,1603,P,2147,P,2513,P,2903,P,769,P,893,P,564,A,1119,P,866,P,1072,A,774,P,690,P
Proteasome subunit p44.5,AB003102_at,461,P,537,P,615,P,868,P,545,P,252,P,439,P,349,P,432,P,1263,P,750,P,672,P,697,P,141,P,1571,P,467,P,401,P,499,P,410,P,429,P,269,P,288,P,526,P,512,P,674,P,805,P,411,P,708,P,619,P,904,P,764,P,165,P,462,P,634,P
Proteasome subunit p55,AB003103_at,48,A,187,A,150,P,41,A,93,P,80,P,63,M,-10,A,92,A,445,P,91,A,30,A,108,P,-14,A,232,A,227,P,79,A,87,P,62,M,40,A,68,A,36,A,60,A,78,A,103,P,59,A,42,A,139,P,151,P,181,P,41,A,10,A,12,A,51,P
Proteasome subunit p27,AB003177_at,311,P,1037,P,749,P,887,P,761,P,472,P,849,P,313,P,342,P,1019,P,750,P,584,P,404,P,497,P,811,P,974,P,361,P,602,P,371,P,318,A,218,A,233,P,832,P,604,P,790,P,1032,P,448,P,734,P,463,P,1180,P,1173,P,361,P,608,P,725,P
Cdc7-related kinase,AB003698_at,115,A,175,P,298,P,189,P,199,P,231,A,148,P,62,A,159,A,705,P,279,A,86,A,76,P,53,P,169,A,299,P,154,P,314,P,125,A,114,A,205,A,133,P,93,P,50,A,216,P,195,P,111,A,139,P,79,A,268,P,152,P,86,P,-7,A,39,A
PKU-alpha; partial cds,AB004884_at,494,A,585,P,629,P,864,P,569,P,355,A,930,A,596,P,754,M,1655,P,1028,P,647,P,818,P,286,A,1033,P,395,A,396,A,515,P,343,A,451,P,388,P,375,P,749,P,595,A,1329,P,1398,P,363,P,447,P,915,P,907,P,1134,P,617,P,571,P,537,P
Aquaporin 6,AB006190_at,473,A,859,A,422,P,525,P,771,P,348,M,489,P,394,P,542,M,852,A,948,P,565,A,611,P,447,P,1004,P,721,P,474,P,728,A,550,P,748,P,419,A,486,P,1020,A,713,A,881,A,1558,P,363,A,321,A,590,A,517,P,624,P,361,A,592,P,586,A
WUGSC:H_133K23.1c gene extracted from Human BAC clone 133K23 from 7q31.2,AC000061_cds2_at,82,A,860,A,194,M,217,A,247,P,226,A,216,A,197,A,235,A,149,A,823,A,323,A,193,P,22,A,316,A,138,A,366,A,203,A,290,A,241,A,226,A,345,P,641,P,104,A,344,A,528,A,10,M,189,A,72,A,125,A,365,A,266,A,112,A,530,A
WUGSC:H_133K23.1c gene extracted from Human BAC clone 133K23 from 7q31.2,AC000061_cds3_at,-70,A,-77,A,-54,A,-105,A,-60,A,-38,A,-93,A,-83,A,-142,A,-149,A,-138,A,-130,A,-48,A,-86,A,-183,A,-159,A,-52,A,-25,A,-84,A,-74,A,-38,A,-17,A,-88,A,-62,A,-221,A,-230,A,-35,A,17,A,-21,A,-117,A,-68,A,-72,A,-42,A,-51,A
GB DEF = PAC clone 2G3A from 13q12-13q13; complete sequence,AC000062_at,-14,A,30,A,14,A,-27,A,19,A,-66,A,-81,A,14,A,-27,A,-16,A,-49,A,5,A,-44,A,-1,A,15,A,1,A,49,A,-33,A,-41,A,-55,A,-5,A,-28,A,-8,A,2,A,65,A,18,A,-19,A,-6,A,5,A,-1,A,10,A,7,A,-14,A,-9,A
WUGSC:H_RG083M05.2 gene extracted from Human BAC clone RG083M05 from 7q21-7q22,AC000064_cds1_at,226,A,632,P,137,A,253,A,286,M,145,A,127,A,184,A,250,A,402,P,527,A,583,A,581,P,141,A,682,P,548,A,272,A,198,A,328,P,383,A,183,A,342,A,765,A,335,P,448,M,1068,P,370,A,236,P,320,P,456,P,355,P,125,A,182,A,149,A
WUGSC:H_RG083M05.1 gene extracted from Human BAC clone RG083M05 from 7q21-7q22,AC000064_cds2_at,111,P,286,P,167,A,84,M,245,P,40,P,161,P,7,A,86,A,218,P,205,P,225,P,243,A,116,A,183,P,-163,A,204,A,61,A,35,A,108,A,299,P,256,P,88,A,266,A,142,P,254,A,237,A,99,P,152,P,136,A,140,P,27,A,128,A,127,P
GB DEF = BAC clone RG293F11 from 7q21-7q22; complete sequence,AC000066_at,-74,A,-86,A,-73,A,-19,A,28,A,34,A,-57,A,14,A,-54,A,-39,A,-79,A,19,A,-68,A,-43,A,2,A,14,A,-99,A,15,A,-37,A,-83,A,-35,A,80,A,-28,A,-11,A,-60,A,16,A,-74,A,-23,A,23,A,-39,A,3,A,-58,A,-3,A,3,A
Metabotropic glutamate receptor 8 mRNA,AC000099_at,260,P,262,A,158,A,163,A,79,A,105,A,110,A,98,A,25,A,186,A,333,P,49,A,211,A,162,A,247,A,289,A,124,A,46,A,76,A,173,A,106,A,71,A,296,P,48,A,80,M,233,A,85,A,-41,A,91,A,138,A,150,A,125,A,110,A,77,P
WUGSC:H_GS188P18.1a gene extracted from Human BAC clone GS188P18,AC000115_cds1_at,-45,A,-223,A,-211,A,-53,A,-249,A,-308,A,-351,A,-53,A,-226,A,-175,A,-38,A,155,A,44,A,-99,A,-106,A,-40,A,4,A,-244,A,-210,A,-231,A,-198,A,-101,A,-247,A,-88,A,-102,A,-54,A,-162,A,-160,A,-47,A,89,A,-77,A,-163,A,-113,A,6,A
A-589H1.1 from  Homo sapiens Chromosome 16 BAC clone CIT987-SKA-589H1  ~complete genomic sequence; complete sequence./ntype=DNA /annot=mRNA,AC002045_xpt1_at,79,A,216,P,93,A,165,P,62,A,25,M,518,P,72,P,260,P,257,P,226,P,182,P,166,P,62,A,242,P,102,A,129,A,187,P,88,A,151,P,99,A,166,P,214,P,129,P,171,P,260,P,46,A,93,A,46,A,166,P,102,M,57,P,52,A,109,P
WUGSC:DJ515N1.2 gene extracted from Human PAC clone DJ515N1 from 22q11.2-q22,AC002073_cds1_at,161,A,-42,A,-76,A,222,A,240,A,53,A,-14,A,187,A,287,A,191,A,280,A,-99,A,54,A,27,A,326,A,157,A,154,A,141,A,-5,A,318,A,-88,A,134,A,550,P,166,A,223,A,97,A,13,A,104,A,119,A,96,A,694,P,-128,A,691,P,554,P
GUANINE NUCLEOTIDE-BINDING PROTEIN G(T); ALPHA-1 SUBUNIT,AC002077_at,-19,A,-58,A,-267,A,-161,A,-305,A,-295,A,-533,A,-140,A,241,A,-339,A,-103,A,-771,A,-362,A,-311,A,-488,A,-174,A,-19,A,-25,A,-283,A,-377,A,-299,A,-348,A,-578,A,-120,A,-605,A,-441,A,-378,A,-91,A,-152,A,-85,A,-193,A,-148,A,-49,A,-246,A
GB DEF = PAC clone DJ525N14 from Xq23; complete sequence,AC002086_at,115,A,76,A,23,A,58,A,91,A,8,A,35,A,-2,A,88,A,31,A,64,A,104,A,36,A,2,A,84,A,99,A,49,A,0,A,76,A,160,A,-45,A,-33,A,41,A,81,M,38,A,-92,A,-33,A,-15,A,19,A,17,A,124,P,20,A,19,A,41,A
COX6B gene (COXG) extracted from Human DNA from overlapping chromosome 19 cosmids R31396; F25451; and R31076 containing COX6B and UPKA; genomic sequence,AC002115_cds1_at,3089,P,2364,P,3313,P,2152,P,2805,P,2920,P,2714,P,1253,P,3038,P,4192,P,4041,P,2291,P,2212,P,9268,P,3436,P,3852,P,2596,P,1923,P,2350,P,3066,P,1601,P,2880,P,3110,P,3920,P,5404,P,1667,P,3510,P,3927,P,1718,P,3998,P,3027,P,2110,P,1777,P,2687,P
F25451_3 gene extracted from Human DNA from overlapping chromosome 19 cosmids R31396; F25451; and R31076 containing COX6B and UPKA; genomic sequence,AC002115_cds3_at,996,P,461,P,491,P,506,A,533,A,640,A,411,A,467,A,596,M,689,P,826,P,728,A,806,P,359,M,943,A,843,A,501,A,697,A,548,M,819,M,343,A,536,A,635,A,444,M,838,P,791,A,298,A,423,P,378,A,457,P,533,P,578,A,511,A,503,A
UPKA gene extracted from Human DNA from overlapping chromosome 19 cosmids R31396; F25451; and R31076 containing COX6B and UPKA; genomic sequence,AC002115_cds4_at,-936,A,-950,A,-571,A,-1198,A,-915,A,-830,A,-840,A,-492,A,-693,A,-833,A,-636,A,-1251,A,-1005,A,-565,A,-1228,A,-509,A,-262,A,-808,A,-937,A,-1332,A,-701,A,-444,A,-1402,A,-356,A,-1420,A,-1672,A,-844,A,-573,A,-587,A,-1367,A,-853,A,-504,A,-1108,A,-1090,A
F25451_2 gene extracted from Human DNA from overlapping chromosome 19 cosmids R31396; F25451; and R31076 containing COX6B and UPKA; genomic sequence,AC002115_rna2_at,325,A,0,A,488,P,385,P,437,M,480,A,496,P,206,A,472,A,536,P,447,M,464,A,102,A,314,A,545,A,478,P,554,P,368,A,473,P,578,A,355,A,245,A,394,M,456,P,663,P,-8,A,163,A,430,P,434,P,699,P,474,P,312,A,324,A,343,P
GB DEF = BAC clone GS244B22 from 7q21-q22; complete sequence,AC002450_at,154,A,-58,A,-283,A,62,A,-62,A,40,A,-264,A,67,A,84,A,-116,A,142,A,-39,A,-48,A,24,A,59,A,46,A,29,A,-74,A,62,A,-64,A,-116,A,30,A,97,A,-57,A,-252,A,65,A,-144,A,45,A,-166,A,143,A,114,A,-80,A,-179,A,-69,A
GB DEF = BAC clone RG331P03; complete sequence,AC002464_at,74,A,-155,A,206,A,-4,A,180,A,56,A,4,A,14,A,42,A,85,A,-29,A,-94,A,12,A,6,A,-403,A,-17,A,-72,A,-72,A,-41,A,-24,A,43,A,15,A,-277,A,37,A,-401,A,100,A,-23,A,-197,A,44,A,164,A,45,A,-32,A,-66,A,-158,A
GB DEF = BAC clone RG367O17 from 7p15-p21; complete sequence,AC002486_at,214,P,243,A,76,A,129,P,237,M,214,P,222,A,121,P,168,A,130,A,307,P,170,A,110,A,78,A,335,A,277,A,127,A,283,A,157,P,123,A,48,A,130,A,218,P,129,M,187,M,341,A,118,A,78,P,151,P,34,A,175,A,91,A,101,M,151,P
Hypothetical human serine-threonine protein kinase R31240_1 gene extracted from Homo sapiens DNA from chromosome 19p13.2 cosmids R31240; R30272 and R28549 containing the EKLF; GCDH; CRTC; and RAD23A genes; genomic sequence,AD000092_cds1_at,-456,A,1026,A,203,A,157,A,-182,A,50,A,267,A,-166,A,254,A,414,A,49,P,438,A,205,A,275,A,-164,A,235,A,92,A,51,A,294,A,-574,A,-122,A,-74,A,-132,A,595,A,184,A,1539,A,366,A,-69,A,211,A,566,A,35,A,63,A,144,A,89,A
Hypothetical human protein R31240_2 gene extracted from Homo sapiens DNA from chromosome 19p13.2 cosmids R31240; R30272 and R28549 containing the EKLF; GCDH; CRTC; and RAD23A genes; genomic sequence,AD000092_cds2_at,-591,A,51,A,-463,A,-168,A,-370,A,-705,A,-1100,A,-691,A,-647,A,-1373,A,-2802,A,-653,A,-1025,A,-197,A,-1170,A,-1374,A,-681,A,-903,A,-683,A,-1081,A,-584,A,-30,A,-1515,A,-352,A,-796,A,5,A,-628,A,-449,A,-600,A,-374,A,-759,A,-581,A,-817,A,-610,A
LISCH7 gene (liver-specific bHLH-Zip transcription factor) extracted from Homo sapiens DNA from chromosome 19-cosmid R30879 containing USF2; genomic sequence,AD000684_cds1_at,-378,A,-291,A,-4,A,67,A,103,A,-186,A,-285,A,-67,A,-174,A,28,A,-78,A,-141,A,46,A,-160,A,41,A,-10,A,-82,A,-18,A,-155,A,-52,A,-129,A,-15,A,-23,A,-143,A,-123,A,-347,A,-257,A,-10,A,-122,A,56,A,28,A,-75,A,-48,A,0,A
Comment for location 3447-3655: BLASTX gi|103290|pir||S16356 ovo protein - fruit fly (Drosophila melanogaster); PVal= 3.8e-47 gene extracted from Homo sapiens DNA from chromosome 19-cosmid f24590 containing CAPNS and POL2RI; genomic sequence,AD001527_cds1_at,118,A,111,A,169,A,153,A,156,A,97,A,87,A,46,A,8,A,7,A,354,A,139,A,150,A,120,A,41,A,303,A,229,A,198,A,96,A,111,A,91,A,188,A,149,A,111,A,114,A,249,A,-34,A,84,A,115,A,226,A,125,A,103,A,158,A,73,A
Sm-like protein CaSm (CaSm) mRNA,AF000177_at,-55,A,140,P,93,P,189,A,24,A,123,P,-54,A,82,M,54,A,449,P,349,M,-19,A,-10,A,154,M,438,P,159,P,99,A,118,A,-76,A,-210,A,-109,A,-72,A,290,A,-74,A,203,P,319,A,15,A,373,P,117,P,265,P,310,P,-66,A,34,P,225,P
RAS-RELATED PROTEIN RAB-11A,AF000231_at,16,A,39,A,147,P,-161,A,-69,A,20,A,-131,A,-46,A,130,P,209,P,-17,A,-27,A,74,M,-89,A,15,A,37,A,22,A,48,A,-31,A,9,A,147,P,-19,A,62,A,76,P,148,P,54,A,-7,A,128,P,148,P,265,P,193,P,1,A,50,A,162,P
P2x purinoceptor mRNA,AF000234_at,-243,A,-275,A,-115,A,-630,A,-733,A,-163,A,-242,A,-66,A,-296,A,-445,A,-300,A,24,A,-203,A,115,A,-323,A,-24,M,-62,A,-167,A,-190,A,-485,A,-124,A,139,A,279,A,99,A,-17,A,333,A,10,A,-339,A,-223,A,50,A,-388,A,-125,A,-245,A,-254,A
Dynamin-like protein mRNA,AF000430_at,-31,A,-20,A,51,A,6,A,-43,A,-63,A,-98,A,54,A,-42,A,26,A,-103,A,4,A,18,A,-74,A,20,A,-35,A,22,A,-5,A,-21,A,117,A,-48,A,68,A,-10,A,-53,A,-32,A,48,A,-10,A,-8,A,57,A,75,A,29,A,-66,A,-9,A,-26,A
GB DEF = Putative purinergic receptor P2Y10 gene,AF000545_at,-65,A,-505,M,101,A,-284,P,-84,A,8,A,-353,A,-157,A,0,A,-186,P,-396,A,99,A,-585,A,86,A,10,P,-286,A,-57,A,-190,P,-261,A,-61,A,-282,A,-3,A,-175,A,-25,M,-97,A,-130,P,-316,A,-28,A,-272,A,104,A,-174,P,-140,A,74,P,-138,P
TTF-I interacting peptide 20 mRNA; partial cds,AF000560_at,439,A,396,A,469,M,73,A,-194,A,131,A,-205,A,321,A,128,A,206,A,-1,A,-59,A,112,A,81,A,892,A,690,M,92,A,74,A,499,A,605,A,170,A,91,A,201,M,-69,A,274,A,712,A,286,A,63,A,509,P,11,A,582,A,211,A,-3,A,34,A
Uroplakin II mRNA; partial cds,AF000562_at,1050,A,550,A,305,A,1291,A,497,A,588,A,834,A,210,A,998,A,1044,A,1742,A,1342,A,1526,A,1063,A,1643,A,796,A,951,A,126,A,676,A,1514,A,724,A,623,A,1517,A,1037,A,1188,A,1238,A,822,A,280,A,520,A,985,A,799,A,366,A,848,A,709,A
Homogentisate 1;2-dioxygenase gene,AF000573_rna1_at,-137,A,-74,A,-67,A,-95,A,-88,A,-115,A,-57,A,18,A,10,A,-76,A,-195,A,-73,A,-20,A,-37,A,-136,A,-56,A,-77,A,-95,A,39,A,27,A,-20,A,-26,A,-162,A,60,A,-129,A,-241,A,-54,A,-43,A,23,A,-82,A,3,A,-100,A,2,A,-13,A
Transmembrane protein mRNA,AF000959_at,-485,A,-669,A,-485,A,-454,A,-668,A,-435,A,-521,A,-278,A,-245,A,-330,A,-626,A,-651,A,-526,A,-395,A,-486,A,-341,A,-252,A,-345,A,-359,A,-241,A,-432,A,-472,A,-407,A,-426,A,-764,A,-612,A,-572,A,-143,A,-218,A,-807,A,-118,A,-18,A,-264,A,-383,A
IPL (IPL) mRNA,AF001294_at,-62,A,216,A,220,A,-116,A,-88,A,-87,A,145,A,-66,A,111,A,-77,A,-59,A,183,A,382,A,433,A,26,A,73,A,189,A,95,A,23,A,219,A,-188,A,65,A,-2,A,467,A,291,A,-349,A,59,A,2,A,49,A,134,A,36,A,321,A,26,A,33,A
Trabecular meshwork inducible glucocorticoid response protein (TIGR) mRNA,AF001620_at,-217,A,-131,A,15,A,55,A,-52,A,-158,A,-144,A,-60,A,73,A,-65,A,7,A,-4,A,-30,A,96,A,-113,A,-95,A,-42,A,-216,A,-192,A,-343,A,-5,A,-41,A,-82,A,-64,A,-152,A,-48,A,-62,A,56,A,-59,A,38,A,-41,A,71,A,3,A,-121,A
Niemann-Pick C disease protein (NPC1) mRNA,AF002020_at,140,A,303,A,167,A,149,A,245,A,155,A,221,M,128,A,317,P,257,A,304,A,135,M,94,A,62,A,280,A,303,P,204,A,236,A,251,A,318,A,99,A,166,A,199,A,88,A,202,A,149,A,58,A,102,M,92,A,183,M,214,A,170,P,130,M,214,P
GB DEF = Angelman Syndrome Gene; E6-AP ubiquitin protein ligase 3A (UBE3A) mRNA from promoter P1; 5'UTR,AF002224_at,786,A,458,A,262,A,186,A,197,A,330,A,954,A,252,A,430,A,348,A,689,A,711,A,617,A,344,A,205,A,308,A,312,A,314,A,281,A,108,A,368,A,107,A,507,A,509,A,352,A,577,A,655,A,134,A,325,A,427,A,214,A,439,A,250,A,377,A
RET ligand 2 (RETL2) mRNA,AF002700_at,224,A,390,A,37,A,443,A,478,A,459,A,392,P,187,A,329,A,285,A,716,A,569,M,611,A,161,A,517,A,349,A,347,A,399,A,302,A,389,A,195,A,477,A,557,A,233,A,914,A,534,A,337,A,245,A,183,A,727,A,147,A,287,A,401,A,387,A
GB DEF = Delayed rectifier potassium channel (KVLQT1-Iso5) mRNA; 5' UTR and partial cds,AF003743_at,7,A,774,A,-316,A,26,A,413,A,123,A,-189,A,112,A,-260,A,4,A,425,A,636,A,679,A,-74,A,530,A,213,A,-72,A,-5,A,-13,A,-633,A,-7,A,321,A,-218,A,444,A,-195,A,1013,A,25,A,86,A,174,A,29,A,-94,A,547,A,378,A,218,A
GB DEF = Secretory carrier membrane protein (SCAMP1) mRNA,AF005037_at,19,A,43,A,54,A,23,A,43,A,65,A,17,A,132,P,94,A,61,P,-95,A,-22,A,-90,A,0,A,40,A,40,A,-24,A,28,A,112,A,-117,A,2,A,-7,A,-15,A,-6,A,66,A,-13,A,25,A,4,A,50,A,156,P,240,P,68,P,72,A,-6,A
Poly(ADP-ribose) glycohydrolase (hPARG) mRNA,AF005043_at,26,A,-43,A,4,A,88,P,69,A,-37,A,-64,A,28,A,126,A,217,P,19,A,14,A,-76,A,17,A,7,M,-37,A,74,P,59,A,-55,A,-27,A,25,A,87,A,-4,A,-4,A,60,P,84,A,-5,A,-65,A,50,A,122,P,104,P,51,P,12,A,82,P
GB DEF = Importin alpha 6 mRNA,AF005361_at,43,M,-74,A,-12,A,-15,A,-55,A,-93,A,-149,A,-5,A,-2,A,-11,A,29,A,11,A,54,A,-68,A,23,A,-196,A,82,A,23,A,-21,A,68,A,15,A,-1,A,-34,A,25,A,-46,A,-27,A,-43,A,-89,A,28,A,7,A,61,M,-9,A,1,A,9,A
Caspase-like apoptosis regulatory protein 2 (clarp) mRNA; alternatively spliced,AF005775_at,630,P,1758,P,258,P,288,A,593,P,131,A,404,P,284,P,357,A,325,P,747,A,888,P,1345,P,351,P,949,P,743,P,454,P,414,P,461,P,247,A,416,P,341,A,825,P,1218,P,674,P,1005,P,571,P,460,P,728,P,374,P,406,P,165,A,662,P,694,P
ATF family member ATF6 (ATF6) mRNA,AF005887_at,-4,A,-76,A,54,A,-203,A,-4,A,97,A,-74,A,141,P,92,A,304,P,-356,A,225,A,209,P,203,A,-78,A,10,A,37,A,108,A,47,A,139,A,213,A,125,A,84,A,169,A,290,A,140,A,-6,A,95,A,126,A,107,A,19,M,60,A,91,A,45,M
Fas-binding protein (DAXX) mRNA; partial cds,AF006041_at,2044,A,1425,A,809,P,211,A,502,A,938,A,546,A,1147,P,1445,A,1201,A,-293,A,488,A,665,A,-44,A,842,A,731,A,594,A,852,A,564,A,1118,A,1029,P,1021,P,940,A,442,A,100,A,1865,A,602,A,495,M,275,A,54,P,987,P,583,A,381,A,646,A
Arp2/3 protein complex subunit p41-Arc (ARC41) mRNA,AF006084_at,922,A,805,P,817,P,348,P,451,A,748,P,781,P,820,P,504,P,1249,P,1029,P,887,P,852,P,3084,P,1230,P,1027,P,456,P,509,A,725,P,1378,P,963,P,943,P,1127,P,2059,P,2980,P,1794,P,990,P,508,P,600,P,1387,P,1718,P,360,P,738,P,946,P
Arp2/3 protein complex subunit p20-Arc (ARC20) mRNA,AF006087_at,432,P,382,A,383,P,854,P,286,P,757,P,623,A,425,P,565,P,485,A,1007,A,447,P,710,P,330,P,479,P,338,M,674,A,409,P,406,P,825,A,604,P,618,P,810,P,915,P,891,A,813,A,277,P,176,P,1026,P,1432,P,380,P,388,P,556,P,597,P
GB DEF = RGS3 mRNA; 5' UTR,AF006609_at,103,A,-898,A,-12,A,413,A,21,A,-23,A,-171,A,63,A,-157,A,-256,A,-386,A,-313,A,-315,A,-176,A,-283,A,-121,A,69,A,-128,A,-127,A,-80,A,-437,A,-45,A,-84,A,-275,A,-751,A,-1661,A,-171,A,-154,A,-171,A,113,A,183,A,-64,A,-76,A,-223,A
MDM2-like p53-binding protein (MDMX) mRNA,AF007111_at,415,P,83,P,123,A,300,P,564,P,112,M,148,A,283,P,130,A,121,A,366,A,258,A,-142,A,136,P,345,A,207,A,224,A,324,P,108,P,241,A,335,P,65,A,173,A,194,P,195,P,338,A,11,A,28,A,265,P,187,P,248,P,199,P,222,P,234,P
Bet1p homolog (hbet1) mRNA,AF007551_at,135,A,-1,A,178,A,270,A,122,A,127,A,74,A,343,A,151,A,180,P,-29,A,124,A,162,A,68,A,117,A,193,A,94,A,66,A,174,A,123,A,71,A,-31,A,-69,A,94,A,74,A,113,A,-14,A,-6,A,159,A,168,A,283,A,-24,A,490,A,-3,A
Dolichol monophosphate mannose synthase (DPM1) mRNA; partial cds,AF007875_at,214,P,161,P,345,P,194,P,350,A,214,P,365,P,82,A,294,P,942,P,311,P,308,P,277,P,177,P,437,P,163,A,167,M,208,A,147,P,123,A,355,P,228,P,270,P,199,P,305,P,265,P,165,P,278,A,256,P,772,P,447,P,137,A,363,P,355,P
Phospholipid scramblase mRNA,AF008445_at,-103,A,96,A,103,P,84,P,572,P,361,P,204,P,-38,A,571,P,175,P,-428,A,377,P,18,P,56,A,-86,A,85,P,-202,A,-15,A,-21,A,43,A,111,A,106,A,-164,A,386,P,122,P,10,A,-132,A,60,A,203,A,-65,P,443,P,102,P,5,P,37,M
